県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日)
愛知県,2020/2/2,90,2,0,0.012658228,0,0,0,11,0,0,0
三重県,2020/2/2,4,1,0,0.25,0,0,0,0,0,0,0
滋賀県,2020/2/2,8,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/2,11,1,0,0.1,0,0,0,1,0,0,0
大阪府,2020/2/2,6,1,0,0.2,0,0,0,0,0,0,0
兵庫県,2020/2/2,2,0,0,0,0,0,0,0,0,0,0
奈良県,2020/2/2,5,1,0,0.25,0,0,0,0,0,0,0
和歌山県,2020/2/2,0,0,0,N/A,0,0,N/A,0,1,0,0
鳥取県,2020/2/2,2,0,0,0,0,0,0,0,0,0,0
島根県,2020/2/2,5,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0
広島県,2020/2/2,3,0,0,0,0,0,0,1,0,0,0
山口県,2020/2/2,3,0,0,0,0,0,0,1,0,0,0
徳島県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/2,4,0,0,0,0,0,0,0,0,0,0
愛媛県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0
高知県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/2,7,0,0,0,0,0,0,0,0,0,0
佐賀県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0
熊本県,2020/2/2,21,0,0,0,0,0,0,2,0,0,0
大分県,2020/2/2,3,0,0,0,0,0,0,1,0,0,0
宮崎県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0
鹿児島県,2020/2/2,7,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/2,13,0,0,0,0,0,0,2,0,0,0
北海道,2020/2/3,22,1,0,0.058823529,0,0,0,2,2,2,0
青森県,2020/2/3,5,0,0,0,0,0,0,0,0,0,0
岩手県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0
宮城県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0
秋田県,2020/2/3,2,0,0,0,0,0,0,0,0,0,0
山形県,2020/2/3,2,0,0,0,0,0,0,1,0,0,0
福島県,2020/2/3,7,0,0,0,0,0,0,1,0,0,0
茨城県,2020/2/3,10,0,0,0,0,0,0,0,0,0,0
栃木県,2020/2/3,9,0,0,0,0,0,0,1,0,0,0
群馬県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0
埼玉県,2020/2/3,2,1,0,0.5,0,0,0,0,0,0,0
千葉県,2020/2/3,9,2,0,0.222222222,0,0,0,0,0,0,0
東京都,2020/2/3,15,3,0,0.076923077,0,0,0,4,3,1,0
神奈川県,2020/2/3,184,1,0,0,0,0,0,20,1,1,0
新潟県,2020/2/3,14,0,0,0,0,0,0,2,0,0,0
富山県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0
石川県,2020/2/3,22,0,0,0,0,0,0,2,0,0,0
福井県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/3,3,0,0,0,0,0,0,2,0,0,0
長野県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0
静岡県,2020/2/3,23,0,0,0,0,0,0,3,0,0,0
愛知県,2020/2/3,101,2,0,0.012658228,0,0,0,11,1,0,1
三重県,2020/2/3,4,1,0,0.25,0,0,0,0,0,0,0
滋賀県,2020/2/3,9,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/3,12,1,0,0.111111111,0,0,0,1,0,0,0
大阪府,2020/2/3,6,1,0,0.2,0,0,0,0,0,0,0
兵庫県,2020/2/3,3,0,0,0,0,0,0,1,0,0,0
奈良県,2020/2/3,6,1,0,0.2,0,0,0,1,0,0,0
和歌山県,2020/2/3,0,0,0,N/A,0,0,N/A,0,1,0,0
鳥取県,2020/2/3,2,0,0,0,0,0,0,0,0,0,0
島根県,2020/2/3,6,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/3,1,0,0,0,0,0,0,1,0,0,0
広島県,2020/2/3,3,0,0,0,0,0,0,0,0,0,0
山口県,2020/2/3,3,0,0,0,0,0,0,0,0,0,0
徳島県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/3,4,0,0,0,0,0,0,0,0,0,0
愛媛県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0
高知県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/3,8,0,0,0,0,0,0,1,0,0,0
佐賀県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0
熊本県,2020/2/3,24,0,0,0,0,0,0,3,0,0,0
大分県,2020/2/3,3,0,0,0,0,0,0,0,0,0,0
宮崎県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0
鹿児島県,2020/2/3,8,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/3,14,0,0,0,0,0,0,1,0,0,0
北海道,2020/2/4,24,1,0,0,0,0,0,2,0,0,0
青森県,2020/2/4,6,0,0,0,0,0,0,1,0,0,0
岩手県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0
宮城県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0
秋田県,2020/2/4,3,0,0,0,0,0,0,1,0,0,0
山形県,2020/2/4,2,0,0,0,0,0,0,0,0,0,0
福島県,2020/2/4,7,0,0,0,0,0,0,0,0,0,0
茨城県,2020/2/4,13,0,0,0,0,0,0,3,0,0,0
栃木県,2020/2/4,10,0,0,0,0,0,0,1,0,0,0
群馬県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0
埼玉県,2020/2/4,3,1,0,0.333333333,0,0,0,1,0,0,0
千葉県,2020/2/4,10,3,0,0.3,0,1,0,1,0,0,0
東京都,2020/2/4,18,3,0,0.090909091,0,0,0,3,4,1,0
神奈川県,2020/2/4,205,1,0,0,0,0,0,21,0,0,0
新潟県,2020/2/4,15,0,0,0,0,0,0,1,0,0,0
富山県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0
石川県,2020/2/4,25,0,0,0,0,0,0,3,0,0,0
福井県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/4,4,0,0,0,0,0,0,1,0,0,0
長野県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0
静岡県,2020/2/4,25,0,0,0,0,0,0,2,0,0,0
愛知県,2020/2/4,112,2,0,0,0,0,0,11,0,0,0
三重県,2020/2/4,4,1,0,0.25,0,0,0,0,0,0,0
滋賀県,2020/2/4,10,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/4,14,1,0,0.1,0,0,0,2,0,0,0
大阪府,2020/2/4,6,1,0,0.25,0,0,0,0,0,0,0
兵庫県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0
奈良県,2020/2/4,7,1,0,0,0,0,0,1,0,0,0
和歌山県,2020/2/4,0,0,0,N/A,0,0,N/A,0,1,0,0
鳥取県,2020/2/4,2,0,0,0,0,0,0,0,0,0,0
島根県,2020/2/4,6,0,0,0,0,0,0,0,0,0,0
岡山県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0
広島県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0
山口県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0
徳島県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/4,4,0,0,0,0,0,0,0,0,0,0
愛媛県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0
高知県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/4,10,0,0,0,0,0,0,2,0,0,0
佐賀県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0
熊本県,2020/2/4,27,0,0,0,0,0,0,3,0,0,0
大分県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0
宮崎県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0
鹿児島県,2020/2/4,9,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/4,16,0,0,0,0,0,0,2,0,0,0
北海道,2020/2/5,27,1,0,0,0,0,0,3,0,0,0
青森県,2020/2/5,6,0,0,0,0,0,0,0,0,0,0
岩手県,2020/2/5,1,0,0,0,0,0,0,0,0,0,0
宮城県,2020/2/5,1,0,0,0,0,0,0,0,0,0,0
秋田県,2020/2/5,3,0,0,0,0,0,0,0,0,0,0
山形県,2020/2/5,3,0,0,0,0,0,0,1,0,0,0
福島県,2020/2/5,8,0,0,0,0,0,0,1,0,0,0
茨城県,2020/2/5,14,0,0,0,0,0,0,1,0,0,0
栃木県,2020/2/5,11,0,0,0,0,0,0,1,0,0,0
群馬県,2020/2/5,1,0,0,0,0,0,0,0,0,0,0
埼玉県,2020/2/5,3,1,0,0.333333333,0,0,0,0,0,0,0
千葉県,2020/2/5,11,4,0,0.363636364,0,1,0,1,0,0,0
東京都,2020/2/5,23,3,0,0.066666667,0,0,0,5,1,1,0
神奈川県,2020/2/5,225,1,0,0,0,0,0,20,0,0,0
新潟県,2020/2/5,17,0,0,0,0,0,0,2,0,0,0
富山県,2020/2/5,2,0,0,0,0,0,0,1,0,0,0
石川県,2020/2/5,27,0,0,0,0,0,0,2,0,0,0
福井県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/5,5,0,0,0,0,0,0,1,0,0,0
長野県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0
静岡県,2020/2/5,28,0,0,0,0,0,0,3,0,0,0
愛知県,2020/2/5,124,2,0,0,0,0,0,12,0,0,0
三重県,2020/2/5,4,1,0,0.25,0,0,0,0,0,0,0
滋賀県,2020/2/5,11,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/5,15,2,1,0.222222222,1,1,0.111111111,1,0,0,0
大阪府,2020/2/5,6,1,0,0,0,0,0,0,0,0,0
兵庫県,2020/2/5,3,0,0,0,0,0,0,0,0,0,0
奈良県,2020/2/5,7,1,0,0,0,0,0,0,0,0,0
和歌山県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0
鳥取県,2020/2/5,2,0,0,0,0,0,0,0,0,0,0
島根県,2020/2/5,7,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/5,2,0,0,0,0,0,0,1,0,0,0
広島県,2020/2/5,3,0,0,0,0,0,0,0,0,0,0
山口県,2020/2/5,4,0,0,0,0,0,0,1,0,0,0
徳島県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/5,4,0,0,0,0,0,0,0,0,0,0
愛媛県,2020/2/5,1,0,0,N/A,0,0,N/A,0,0,0,0
高知県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/5,10,0,0,0,0,0,0,0,0,0,0
佐賀県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/5,1,0,0,N/A,0,0,N/A,0,0,0,0
熊本県,2020/2/5,29,0,0,0,0,0,0,2,0,0,0
大分県,2020/2/5,4,0,0,0,0,0,0,1,0,0,0
宮崎県,2020/2/5,1,0,0,0,0,0,0,1,0,0,0
鹿児島県,2020/2/5,10,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/5,17,0,0,0,0,0,0,1,1,0,0
北海道,2020/2/6,29,1,0,0,0,0,0,2,2,2,0
青森県,2020/2/6,7,0,0,0,0,0,0,1,0,0,0
岩手県,2020/2/6,1,0,0,0,0,0,0,0,0,0,0
宮城県,2020/2/6,2,0,0,0,0,0,0,1,0,0,0
秋田県,2020/2/6,3,0,0,0,0,0,0,0,0,0,0
山形県,2020/2/6,3,0,0,0,0,0,0,0,0,0,0
福島県,2020/2/6,9,0,0,0,0,0,0,1,0,0,0
茨城県,2020/2/6,15,0,0,0,0,0,0,1,0,0,0
栃木県,2020/2/6,12,0,0,0,0,0,0,1,0,0,0
群馬県,2020/2/6,1,0,0,0,0,0,0,0,0,0,0
埼玉県,2020/2/6,3,1,0,0.333333333,0,0,0,0,0,0,0
千葉県,2020/2/6,13,4,0,0.230769231,0,0,0,2,0,0,0
東京都,2020/2/6,27,3,0,0,0,0,0,4,1,1,0
神奈川県,2020/2/6,246,1,0,0,0,0,0,21,1,1,0
新潟県,2020/2/6,18,0,0,0,0,0,0,1,0,0,0
富山県,2020/2/6,2,0,0,0,0,0,0,0,0,0,0
石川県,2020/2/6,29,0,0,0,0,0,0,2,0,0,0
福井県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/6,5,0,0,0,0,0,0,0,0,0,0
長野県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/6,5,0,0,0,0,0,0,5,0,0,0
静岡県,2020/2/6,30,0,0,0,0,0,0,2,0,0,0
愛知県,2020/2/6,135,2,0,0,0,0,0,11,0,0,0
三重県,2020/2/6,4,1,0,0,0,0,0,0,0,0,0
滋賀県,2020/2/6,12,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/6,17,2,1,0.1,0,0,0.1,2,0,0,0
大阪府,2020/2/6,6,1,0,0,0,0,0,0,0,0,0
兵庫県,2020/2/6,4,0,0,0,0,0,0,1,0,0,0
奈良県,2020/2/6,8,1,0,0,0,0,0,1,0,0,0
和歌山県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0
鳥取県,2020/2/6,2,0,0,0,0,0,0,0,0,0,0
島根県,2020/2/6,8,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/6,2,0,0,0,0,0,0,0,0,0,0
広島県,2020/2/6,3,0,0,0,0,0,0,0,0,0,0
山口県,2020/2/6,4,0,0,0,0,0,0,0,0,0,0
徳島県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/6,4,0,0,0,0,0,0,0,0,0,0
愛媛県,2020/2/6,2,0,0,0,0,0,0,1,0,0,0
高知県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/6,10,0,0,0,0,0,0,0,0,0,0
佐賀県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/6,2,0,0,0,0,0,0,1,0,0,0
熊本県,2020/2/6,32,0,0,0,0,0,0,3,0,0,0
大分県,2020/2/6,4,0,0,0,0,0,0,0,0,0,0
宮崎県,2020/2/6,1,0,0,0,0,0,0,0,0,0,0
鹿児島県,2020/2/6,11,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/6,19,0,0,0,0,0,0,2,1,1,0
北海道,2020/2/7,32,1,0,0,0,0,0,3,0,0,0
青森県,2020/2/7,7,0,0,0,0,0,0,0,0,0,0
岩手県,2020/2/7,1,0,0,N/A,0,0,N/A,0,0,0,0
宮城県,2020/2/7,3,0,0,0,0,0,0,1,0,0,0
秋田県,2020/2/7,3,0,0,0,0,0,0,0,0,0,0
山形県,2020/2/7,3,0,0,0,0,0,0,0,0,0,0
福島県,2020/2/7,9,0,0,0,0,0,0,0,0,0,0
茨城県,2020/2/7,16,0,0,0,0,0,0,1,0,0,0
栃木県,2020/2/7,13,0,0,0,0,0,0,1,0,0,0
群馬県,2020/2/7,1,0,0,N/A,0,0,N/A,0,0,0,0
埼玉県,2020/2/7,3,1,0,0.5,0,0,0,0,0,0,0
千葉県,2020/2/7,14,4,0,0.181818182,0,0,0,1,0,0,0
東京都,2020/2/7,27,3,0,0,0,0,0,0,1,0,0
神奈川県,2020/2/7,266,1,0,0,0,0,0,20,0,0,0
新潟県,2020/2/7,20,0,0,0,0,0,0,2,0,0,0
富山県,2020/2/7,2,0,0,0,0,0,0,0,0,0,0
石川県,2020/2/7,32,0,0,0,0,0,0,3,0,0,0
福井県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/7,5,0,0,0,0,0,0,0,0,0,0
長野県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/7,10,0,0,0,0,0,0,5,0,0,0
静岡県,2020/2/7,33,0,0,0,0,0,0,3,0,0,0
愛知県,2020/2/7,146,2,0,0,0,0,0,11,0,0,0
三重県,2020/2/7,5,1,0,0,0,0,0,1,0,0,0
滋賀県,2020/2/7,13,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/7,18,2,1,0.1,0,0,0.1,1,0,0,0
大阪府,2020/2/7,7,1,0,0,0,0,0,1,0,0,0
兵庫県,2020/2/7,4,0,0,0,0,0,0,0,0,0,0
奈良県,2020/2/7,9,1,0,0,0,0,0,1,0,0,0
和歌山県,2020/2/7,0,0,0,N/A,0,0,N/A,0,2,1,0
鳥取県,2020/2/7,2,0,0,N/A,0,0,N/A,0,0,0,0
島根県,2020/2/7,8,0,0,0,0,0,0,0,0,0,0
岡山県,2020/2/7,3,0,0,0,0,0,0,1,0,0,0
広島県,2020/2/7,3,0,0,0,0,0,0,0,0,0,0
山口県,2020/2/7,5,0,0,0,0,0,0,1,0,0,0
徳島県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/7,4,0,0,N/A,0,0,N/A,0,0,0,0
愛媛県,2020/2/7,2,0,0,0,0,0,0,0,0,0,0
高知県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/7,10,0,0,0,0,0,0,0,0,0,0
佐賀県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/7,2,0,0,0,0,0,0,0,0,0,0
熊本県,2020/2/7,35,0,0,0,0,0,0,3,0,0,0
大分県,2020/2/7,5,0,0,0,0,0,0,1,0,0,0
宮崎県,2020/2/7,2,0,0,0,0,0,0,1,0,0,0
鹿児島県,2020/2/7,12,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/7,21,0,0,0,0,0,0,2,0,0,0
北海道,2020/2/8,34,1,0,0,0,0,0,2,1,1,0
青森県,2020/2/8,8,0,0,0,0,0,0,1,0,0,0
岩手県,2020/2/8,1,0,0,N/A,0,0,N/A,0,0,0,0
宮城県,2020/2/8,5,0,0,0,0,0,0,2,0,0,0
秋田県,2020/2/8,4,0,0,0,0,0,0,1,0,0,0
山形県,2020/2/8,4,0,0,0,0,0,0,1,0,0,0
福島県,2020/2/8,10,0,0,0,0,0,0,1,0,0,0
茨城県,2020/2/8,16,0,0,0,0,0,0,0,0,0,0
栃木県,2020/2/8,13,0,0,0,0,0,0,0,0,0,0
群馬県,2020/2/8,1,0,0,N/A,0,0,N/A,0,0,0,0
埼玉県,2020/2/8,3,1,0,0,0,0,0,0,1,0,0
千葉県,2020/2/8,16,4,0,0.222222222,0,0,0,2,0,0,0
東京都,2020/2/8,30,3,0,0,0,0,0,3,0,0,0
神奈川県,2020/2/8,287,1,0,0,0,0,0,21,0,0,0
新潟県,2020/2/8,21,0,0,0,0,0,0,1,0,0,0
富山県,2020/2/8,2,0,0,0,0,0,0,0,0,0,0
石川県,2020/2/8,34,0,0,0,0,0,0,2,0,0,0
福井県,2020/2/8,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/8,5,0,0,0,0,0,0,0,0,0,0
長野県,2020/2/8,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/8,15,0,0,0,0,0,0,5,0,0,0
静岡県,2020/2/8,35,0,0,0,0,0,0,2,0,0,0
愛知県,2020/2/8,157,2,0,0,0,0,0,11,0,0,0
三重県,2020/2/8,5,1,0,0,0,0,0,0,0,0,0
滋賀県,2020/2/8,14,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/8,19,2,1,0.111111111,0,0,0.111111111,1,0,0,0
大阪府,2020/2/8,7,1,0,0,0,0,0,0,0,0,0
兵庫県,2020/2/8,4,0,0,0,0,0,0,0,0,0,0
奈良県,2020/2/8,9,1,0,0,0,0,0,0,0,0,0
和歌山県,2020/2/8,0,0,0,N/A,0,0,N/A,0,0,0,0
鳥取県,2020/2/8,2,0,0,N/A,0,0,N/A,0,0,0,0
島根県,2020/2/8,9,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/8,3,0,0,0,0,0,0,0,0,0,0
広島県,2020/2/8,3,0,0,0,0,0,0,0,0,0,0
山口県,2020/2/8,5,0,0,0,0,0,0,0,0,0,0
徳島県,2020/2/8,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/8,4,0,0,N/A,0,0,N/A,0,0,0,0
愛媛県,2020/2/8,2,0,0,0,0,0,0,0,0,0,0
高知県,2020/2/8,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/8,10,0,0,0,0,0,0,0,0,0,0
佐賀県,2020/2/8,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/8,2,0,0,0,0,0,0,0,0,0,0
熊本県,2020/2/8,37,0,0,0,0,0,0,2,0,0,0
大分県,2020/2/8,5,0,0,0,0,0,0,0,0,0,0
宮崎県,2020/2/8,3,0,0,0,0,0,0,1,0,0,0
鹿児島県,2020/2/8,13,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/8,22,0,0,0,0,0,0,1,0,0,0
北海道,2020/2/9,37,1,0,0,0,0,0,3,0,0,0
青森県,2020/2/9,9,0,0,0,0,0,0,1,0,0,0
岩手県,2020/2/9,1,0,0,N/A,0,0,N/A,0,0,0,0
宮城県,2020/2/9,5,0,0,0,0,0,0,0,0,0,0
秋田県,2020/2/9,4,0,0,0,0,0,0,0,0,0,0
山形県,2020/2/9,4,0,0,0,0,0,0,0,0,0,0
福島県,2020/2/9,11,0,0,0,0,0,0,1,0,0,0
茨城県,2020/2/9,16,0,0,0,0,0,0,0,0,0,0
栃木県,2020/2/9,14,0,0,0,0,0,0,1,0,0,0
群馬県,2020/2/9,1,0,0,N/A,0,0,N/A,0,0,0,0
埼玉県,2020/2/9,3,1,0,0,0,0,0,0,0,0,0
千葉県,2020/2/9,16,4,0,0.285714286,0,0,0,0,0,0,0
東京都,2020/2/9,31,3,0,0,0,0,0,1,1,1,0
神奈川県,2020/2/9,307,1,0,0,0,0,0,20,0,0,0
新潟県,2020/2/9,23,0,0,0,0,0,0,2,0,0,0
富山県,2020/2/9,2,0,0,0,0,0,0,0,0,0,0
石川県,2020/2/9,37,0,0,0,0,0,0,3,0,0,0
福井県,2020/2/9,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/9,5,0,0,0,0,0,0,0,0,0,0
長野県,2020/2/9,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/9,20,0,0,0,0,0,0,5,0,0,0
静岡県,2020/2/9,38,0,0,0,0,0,0,3,0,0,0
愛知県,2020/2/9,168,2,0,0,0,0,0,11,0,0,0
三重県,2020/2/9,5,1,0,0,0,0,0,0,0,0,0
滋賀県,2020/2/9,15,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/9,21,2,1,0.1,0,0,0.1,2,0,0,0
大阪府,2020/2/9,7,1,0,0,0,0,0,0,0,0,0
兵庫県,2020/2/9,4,0,0,0,0,0,0,0,0,0,0
奈良県,2020/2/9,10,1,0,0,0,0,0,1,0,0,0
和歌山県,2020/2/9,0,0,0,N/A,0,0,N/A,0,0,0,0
鳥取県,2020/2/9,2,0,0,N/A,0,0,N/A,0,0,0,0
島根県,2020/2/9,10,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/9,4,0,0,0,0,0,0,1,0,0,0
広島県,2020/2/9,3,0,0,N/A,0,0,N/A,0,0,0,0
山口県,2020/2/9,5,0,0,0,0,0,0,0,0,0,0
徳島県,2020/2/9,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/9,4,0,0,N/A,0,0,N/A,0,0,0,0
愛媛県,2020/2/9,2,0,0,0,0,0,0,0,0,0,0
高知県,2020/2/9,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/9,10,0,0,0,0,0,0,0,0,0,0
佐賀県,2020/2/9,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/9,2,0,0,0,0,0,0,0,0,0,0
熊本県,2020/2/9,40,0,0,0,0,0,0,3,0,0,0
大分県,2020/2/9,5,0,0,0,0,0,0,0,0,0,0
宮崎県,2020/2/9,3,0,0,0,0,0,0,0,0,0,0
鹿児島県,2020/2/9,14,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/9,24,0,0,0,0,0,0,2,0,0,0
北海道,2020/2/10,39,1,0,0,0,0,0,2,3,3,0
青森県,2020/2/10,9,0,0,0,0,0,0,0,0,0,0
岩手県,2020/2/10,1,0,0,N/A,0,0,N/A,0,0,0,0
宮城県,2020/2/10,6,0,0,0,0,0,0,1,0,0,0
秋田県,2020/2/10,4,0,0,0,0,0,0,0,0,0,0
山形県,2020/2/10,4,0,0,0,0,0,0,0,0,0,0
福島県,2020/2/10,12,0,0,0,0,0,0,1,0,0,0
茨城県,2020/2/10,17,0,0,0,0,0,0,1,0,0,0
栃木県,2020/2/10,15,0,0,0,0,0,0,1,0,0,0
群馬県,2020/2/10,2,0,0,0,0,0,0,1,0,0,0
埼玉県,2020/2/10,5,2,0,0.333333333,0,1,0,2,1,0,0
千葉県,2020/2/10,16,5,0,0.428571429,0,1,0,0,0,0,0
東京都,2020/2/10,31,3,0,0,0,0,0,0,3,3,0
神奈川県,2020/2/10,328,1,0,0,0,0,0,21,1,0,0
新潟県,2020/2/10,24,0,0,0,0,0,0,1,0,0,0
富山県,2020/2/10,3,0,0,0,0,0,0,1,0,0,0
石川県,2020/2/10,39,0,0,0,0,0,0,2,0,0,0
福井県,2020/2/10,0,0,0,N/A,0,0,N/A,0,0,0,0
山梨県,2020/2/10,5,0,0,0,0,0,0,0,0,0,0
長野県,2020/2/10,0,0,0,N/A,0,0,N/A,0,0,0,0
岐阜県,2020/2/10,25,0,0,0,0,0,0,5,0,0,0
静岡県,2020/2/10,40,0,0,0,0,0,0,2,0,0,0
愛知県,2020/2/10,180,2,0,0,0,0,0,12,0,0,0
三重県,2020/2/10,5,1,0,0,0,0,0,0,0,0,0
滋賀県,2020/2/10,16,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/10,22,2,1,0.1,0,0,0.1,1,0,0,0
大阪府,2020/2/10,10,1,0,0,0,0,0,3,0,0,0
兵庫県,2020/2/10,4,0,0,0,0,0,0,0,0,0,0
奈良県,2020/2/10,11,1,0,0,0,0,0,1,0,0,0
和歌山県,2020/2/10,0,0,0,N/A,0,0,N/A,0,0,0,0
鳥取県,2020/2/10,2,0,0,N/A,0,0,N/A,0,0,0,0
島根県,2020/2/10,10,0,0,0,0,0,0,0,0,0,0
岡山県,2020/2/10,4,0,0,0,0,0,0,0,0,0,0
広島県,2020/2/10,4,0,0,0,0,0,0,1,1,1,0
山口県,2020/2/10,6,0,0,0,0,0,0,1,0,0,0
徳島県,2020/2/10,0,0,0,N/A,0,0,N/A,0,0,0,0
香川県,2020/2/10,5,0,0,0,0,0,0,1,0,0,0
愛媛県,2020/2/10,2,0,0,0,0,0,0,0,0,0,0
高知県,2020/2/10,0,0,0,N/A,0,0,N/A,0,0,0,0
福岡県,2020/2/10,10,0,0,0,0,0,0,0,0,0,0
佐賀県,2020/2/10,0,0,0,N/A,0,0,N/A,0,0,0,0
長崎県,2020/2/10,2,0,0,0,0,0,0,0,0,0,0
