code,prefecture,total,first,second,category,date
46,鹿児島県,192563,104157,88406,medical,20210712
47,沖縄県,123731,67817,55914,medical,20210712
1,北海道,600054,322374,277680,medical,20210719
2,青森県,125082,66819,58263,medical,20210719
3,岩手県,132559,71386,61173,medical,20210719
4,宮城県,262923,145638,117285,medical,20210719
5,秋田県,104130,56343,47787,medical,20210719
6,山形県,110660,58503,52157,medical,20210719
7,福島県,196067,103523,92544,medical,20210719
8,茨城県,264820,142629,122191,medical,20210719
9,栃木県,157040,83586,73454,medical,20210719
10,群馬県,186165,100666,85499,medical,20210719
11,埼玉県,567194,306550,260644,medical,20210719
12,千葉県,496056,267056,229000,medical,20210719
13,東京都,1122840,600150,522690,medical,20210719
14,神奈川県,717260,384341,332919,medical,20210719
15,新潟県,210817,118113,92704,medical,20210719
16,富山県,105877,55662,50215,medical,20210719
17,石川県,123992,65653,58339,medical,20210719
18,福井県,91749,48481,43268,medical,20210719
19,山梨県,80174,43821,36353,medical,20210719
20,長野県,191229,103044,88185,medical,20210719
21,岐阜県,197084,102967,94117,medical,20210719
22,静岡県,300684,161594,139090,medical,20210719
23,愛知県,646720,360988,285732,medical,20210719
24,三重県,166200,87688,78512,medical,20210719
25,滋賀県,116374,61947,54427,medical,20210719
26,京都府,254597,139232,115365,medical,20210719
27,大阪府,749993,402721,347272,medical,20210719
28,兵庫県,490893,261788,229105,medical,20210719
29,奈良県,136086,71475,64611,medical,20210719
30,和歌山県,99718,53230,46488,medical,20210719
31,鳥取県,63006,33094,29912,medical,20210719
32,島根県,73911,40092,33819,medical,20210719
33,岡山県,236783,131852,104931,medical,20210719
34,広島県,288707,154792,133915,medical,20210719
35,山口県,176647,98012,78635,medical,20210719
36,徳島県,96713,50925,45788,medical,20210719
37,香川県,100981,53526,47455,medical,20210719
38,愛媛県,154941,80669,74272,medical,20210719
39,高知県,83662,43529,40133,medical,20210719
40,福岡県,500356,266090,234266,medical,20210719
41,佐賀県,112765,59666,53099,medical,20210719
42,長崎県,148646,78610,70036,medical,20210719
43,熊本県,232280,120233,112047,medical,20210719
44,大分県,133558,71817,61741,medical,20210719
45,宮崎県,113111,60197,52914,medical,20210719
46,鹿児島県,199881,107582,92299,medical,20210719
47,沖縄県,127452,69682,57770,medical,20210719
1,北海道,612683,326461,286222,medical,20210726
2,青森県,126238,67229,59009,medical,20210726
3,岩手県,134353,71972,62381,medical,20210726
4,宮城県,273536,148498,125038,medical,20210726
5,秋田県,106537,57053,49484,medical,20210726
6,山形県,112462,59058,53404,medical,20210726
7,福島県,199744,104647,95097,medical,20210726
8,茨城県,268170,143672,124498,medical,20210726
9,栃木県,158844,84294,74550,medical,20210726
10,群馬県,191088,103301,87787,medical,20210726
11,埼玉県,580794,312262,268532,medical,20210726
12,千葉県,503873,269512,234361,medical,20210726
13,東京都,1144544,606764,537780,medical,20210726
14,神奈川県,730916,389647,341269,medical,20210726
15,新潟県,215527,120067,95460,medical,20210726
16,富山県,107378,56101,51277,medical,20210726
17,石川県,126660,66720,59940,medical,20210726
18,福井県,93554,48464,45090,medical,20210726
19,山梨県,81417,44169,37248,medical,20210726
20,長野県,193752,103991,89761,medical,20210726
21,岐阜県,199523,103651,95872,medical,20210726
22,静岡県,305005,162098,142907,medical,20210726
23,愛知県,674618,374666,299952,medical,20210726
24,三重県,168146,88551,79595,medical,20210726
25,滋賀県,118351,62577,55774,medical,20210726
26,京都府,258946,139984,118962,medical,20210726
27,大阪府,765772,408707,357065,medical,20210726
28,兵庫県,496353,263496,232857,medical,20210726
29,奈良県,137435,71807,65628,medical,20210726
30,和歌山県,100999,53614,47385,medical,20210726
31,鳥取県,63818,33443,30375,medical,20210726
32,島根県,74825,40380,34445,medical,20210726
33,岡山県,242026,132677,109349,medical,20210726
34,広島県,292916,156214,136702,medical,20210726
35,山口県,179755,99832,79923,medical,20210726
36,徳島県,97480,51217,46263,medical,20210726
37,香川県,103289,54342,48947,medical,20210726
38,愛媛県,157238,81438,75800,medical,20210726
39,高知県,85311,43793,41518,medical,20210726
40,福岡県,515740,278055,237685,medical,20210726
41,佐賀県,114748,60047,54701,medical,20210726
42,長崎県,149415,78936,70479,medical,20210726
43,熊本県,233360,120709,112651,medical,20210726
44,大分県,136325,73151,63174,medical,20210726
45,宮崎県,115689,61273,54416,medical,20210726
46,鹿児島県,202327,108296,94031,medical,20210726
47,沖縄県,129562,70218,59344,medical,20210726
1,北海道,622010,329121,292889,medical,20210802
2,青森県,127635,67672,59963,medical,20210802
3,岩手県,136340,72438,63902,medical,20210802
4,宮城県,279258,151012,128246,medical,20210802
5,秋田県,109968,57783,52185,medical,20210802
6,山形県,114558,59511,55047,medical,20210802
7,福島県,202123,105214,96909,medical,20210802
8,茨城県,272373,145190,127183,medical,20210802
9,栃木県,160736,85170,75566,medical,20210802
10,群馬県,193603,104105,89498,medical,20210802
11,埼玉県,594185,316629,277556,medical,20210802
12,千葉県,510380,270761,239619,medical,20210802
13,東京都,1156429,610484,545945,medical,20210802
14,神奈川県,744461,396406,348055,medical,20210802
15,新潟県,219377,120665,98712,medical,20210802
16,富山県,108367,56053,52314,medical,20210802
17,石川県,127843,66996,60847,medical,20210802
18,福井県,94396,48565,45831,medical,20210802
19,山梨県,80670,42589,38081,medical,20210802
20,長野県,196409,104803,91606,medical,20210802
21,岐阜県,202127,104076,98051,medical,20210802
22,静岡県,311028,163684,147344,medical,20210802
23,愛知県,683602,377735,305867,medical,20210802
24,三重県,170728,89383,81345,medical,20210802
25,滋賀県,121154,63126,58028,medical,20210802
26,京都府,262814,141663,121151,medical,20210802
27,大阪府,788849,419978,368871,medical,20210802
28,兵庫県,503825,265713,238112,medical,20210802
29,奈良県,138127,71939,66188,medical,20210802
30,和歌山県,101989,53764,48225,medical,20210802
31,鳥取県,64807,33734,31073,medical,20210802
32,島根県,75967,40916,35051,medical,20210802
33,岡山県,245459,132914,112545,medical,20210802
34,広島県,317115,166219,150896,medical,20210802
35,山口県,185631,101685,83946,medical,20210802
36,徳島県,98243,51317,46926,medical,20210802
37,香川県,104837,54695,50142,medical,20210802
38,愛媛県,158805,81880,76925,medical,20210802
39,高知県,86080,44293,41787,medical,20210802
40,福岡県,524934,284356,240578,medical,20210802
41,佐賀県,116046,60085,55961,medical,20210802
42,長崎県,151179,80004,71175,medical,20210802
43,熊本県,234197,121032,113165,medical,20210802
44,大分県,139125,73914,65211,medical,20210802
45,宮崎県,117802,61886,55916,medical,20210802
46,鹿児島県,204871,109133,95738,medical,20210802
47,沖縄県,133653,71873,61780,medical,20210802
1,北海道,10158993,4248075,4176019,elderly,20220322
2,青森県,2530493,1066811,1049327,elderly,20220322
3,岩手県,2472765,1032582,1015005,elderly,20220322
4,宮城県,4546593,1892215,1855257,elderly,20220322
5,秋田県,1954889,831459,818869,elderly,20220322
6,山形県,2199279,905440,892257,elderly,20220322
7,福島県,3764920,1555399,1531092,elderly,20220322
8,茨城県,5903802,2423156,2383077,elderly,20220322
9,栃木県,3840401,1597088,1572704,elderly,20220322
10,群馬県,3936219,1589449,1560883,elderly,20220322
11,埼玉県,14395797,6024809,5922171,elderly,20220322
12,千葉県,12347338,5133770,5054224,elderly,20220322
13,東京都,27134113,11139752,10958346,elderly,20220322
14,神奈川県,17921345,7497704,7391764,elderly,20220322
15,新潟県,4459962,1862800,1826578,elderly,20220322
16,富山県,2145235,884076,872427,elderly,20220322
17,石川県,2224996,921511,907442,elderly,20220322
18,福井県,1545064,637520,627387,elderly,20220322
19,山梨県,1644177,671687,661879,elderly,20220322
20,長野県,4162579,1696320,1671071,elderly,20220322
21,岐阜県,4116268,1646564,1625200,elderly,20220322
22,静岡県,7351470,3084524,3040827,elderly,20220322
23,愛知県,14386807,5934600,5812320,elderly,20220322
24,三重県,3520305,1458256,1438799,elderly,20220322
25,滋賀県,2746093,1141664,1127365,elderly,20220322
26,京都府,4801736,2005946,1971014,elderly,20220322
27,大阪府,16335401,6839815,6736351,elderly,20220322
28,兵庫県,10616317,4390413,4325222,elderly,20220322
29,奈良県,2660164,1084323,1070476,elderly,20220322
30,和歌山県,1857727,742956,731115,elderly,20220322
31,鳥取県,1074573,435828,429158,elderly,20220322
32,島根県,1329809,552929,541935,elderly,20220322
33,岡山県,3662272,1491253,1458818,elderly,20220322
34,広島県,5439071,2213752,2179201,elderly,20220322
35,山口県,2770276,1105985,1078227,elderly,20220322
36,徳島県,1462717,591687,581879,elderly,20220322
37,香川県,1842143,767509,756924,elderly,20220322
38,愛媛県,2684915,1095824,1081041,elderly,20220322
39,高知県,1365477,557084,549259,elderly,20220322
40,福岡県,9848718,4077673,3989720,elderly,20220322
41,佐賀県,1616574,648225,638036,elderly,20220322
42,長崎県,2676615,1081167,1064403,elderly,20220322
43,熊本県,3545186,1434894,1416634,elderly,20220322
44,大分県,2220247,911236,893927,elderly,20220322
45,宮崎県,2079209,856263,841253,elderly,20220322
46,鹿児島県,3163580,1296919,1270753,elderly,20220322
47,沖縄県,2468200,1045712,1023750,elderly,20220322
1,北海道,10395774,4256030,4179137,elderly,20220328
2,青森県,2592856,1069581,1050587,elderly,20220328
3,岩手県,2525131,1035946,1015610,elderly,20220328
4,宮城県,4632398,1897334,1856279,elderly,20220328
5,秋田県,2001930,833661,820558,elderly,20220328
6,山形県,2256608,909188,892861,elderly,20220328
7,福島県,3855886,1560342,1532357,elderly,20220328
8,茨城県,6027951,2428918,2385707,elderly,20220328
9,栃木県,3911224,1601227,1573959,elderly,20220328
10,群馬県,4018501,1592761,1562162,elderly,20220328
11,埼玉県,14681109,6039214,5927859,elderly,20220328
12,千葉県,12603014,5145843,5059643,elderly,20220328
13,東京都,27729127,11164682,10968101,elderly,20220328
14,神奈川県,18323515,7511389,7396441,elderly,20220328
15,新潟県,4581725,1865635,1828273,elderly,20220328
16,富山県,2192621,885997,872833,elderly,20220328
17,石川県,2271492,923748,908406,elderly,20220328
18,福井県,1581348,639321,628210,elderly,20220328
19,山梨県,1678203,673024,662554,elderly,20220328
20,長野県,4250427,1698912,1672401,elderly,20220328
21,岐阜県,4193023,1650158,1626396,elderly,20220328
22,静岡県,7514575,3094039,3044179,elderly,20220328
23,愛知県,14648451,5946923,5816716,elderly,20220328
24,三重県,3595903,1461128,1439985,elderly,20220328
25,滋賀県,2806491,1144120,1128124,elderly,20220328
26,京都府,4899557,2009161,1972615,elderly,20220328
27,大阪府,16651010,6848374,6741165,elderly,20220328
28,兵庫県,10827420,4397687,4329173,elderly,20220328
29,奈良県,2717645,1086663,1071246,elderly,20220328
30,和歌山県,1896894,744374,731757,elderly,20220328
31,鳥取県,1097132,437115,429568,elderly,20220328
32,島根県,1361847,554409,542338,elderly,20220328
33,岡山県,3727150,1495239,1460133,elderly,20220328
34,広島県,5541264,2218045,2181122,elderly,20220328
35,山口県,2832195,1108354,1079360,elderly,20220328
36,徳島県,1495463,593246,582288,elderly,20220328
37,香川県,1886897,769021,757878,elderly,20220328
38,愛媛県,2715080,1097230,1081346,elderly,20220328
39,高知県,1391839,558096,549568,elderly,20220328
40,福岡県,10085952,4086323,3993335,elderly,20220328
41,佐賀県,1643767,649895,638917,elderly,20220328
42,長崎県,2734066,1082961,1064998,elderly,20220328
43,熊本県,3632429,1436365,1417683,elderly,20220328
44,大分県,2257036,913456,894466,elderly,20220328
45,宮崎県,2121223,857934,842408,elderly,20220328
46,鹿児島県,3228474,1300335,1271835,elderly,20220328
47,沖縄県,2509254,1047297,1024416,elderly,20220328
1,北海道,10644753,4266925,4185198,elderly,20220404
2,青森県,2648906,1072925,1052186,elderly,20220404
3,岩手県,2574256,1038352,1016686,elderly,20220404
4,宮城県,4714498,1902056,1858518,elderly,20220404
5,秋田県,2055934,837076,821855,elderly,20220404
6,山形県,2306970,913148,894366,elderly,20220404
7,福島県,3951561,1565578,1534992,elderly,20220404
8,茨城県,6138197,2435094,2390173,elderly,20220404
9,栃木県,3979330,1605883,1576085,elderly,20220404
10,群馬県,4099513,1597123,1564189,elderly,20220404
11,埼玉県,14965327,6054065,5935998,elderly,20220404
12,千葉県,12862202,5163173,5067436,elderly,20220404
13,東京都,28216541,11187962,10988518,elderly,20220404
14,神奈川県,18717628,7528355,7406341,elderly,20220404
15,新潟県,4698482,1869328,1831046,elderly,20220404
16,富山県,2239716,888018,874797,elderly,20220404
17,石川県,2317911,926630,909960,elderly,20220404
18,福井県,1618242,641403,629516,elderly,20220404
19,山梨県,1712770,674894,663367,elderly,20220404
20,長野県,4333814,1703743,1674722,elderly,20220404
21,岐阜県,4257166,1653737,1629345,elderly,20220404
22,静岡県,7674226,3103574,3047855,elderly,20220404
23,愛知県,14908413,5960469,5825784,elderly,20220404
24,三重県,3663618,1464377,1442140,elderly,20220404
25,滋賀県,2860743,1147632,1129490,elderly,20220404
26,京都府,4989965,2013479,1974276,elderly,20220404
27,大阪府,16966843,6858965,6749543,elderly,20220404
28,兵庫県,11014380,4404270,4335042,elderly,20220404
29,奈良県,2764105,1088851,1072597,elderly,20220404
30,和歌山県,1932795,745793,733162,elderly,20220404
31,鳥取県,1117304,438421,430137,elderly,20220404
32,島根県,1388700,555675,543309,elderly,20220404
33,岡山県,3787446,1499258,1461748,elderly,20220404
34,広島県,5632068,2222808,2184759,elderly,20220404
35,山口県,2883596,1111759,1080846,elderly,20220404
36,徳島県,1522263,594704,583382,elderly,20220404
37,香川県,1927779,771115,758676,elderly,20220404
38,愛媛県,2778568,1100141,1082995,elderly,20220404
39,高知県,1415374,559819,550064,elderly,20220404
40,福岡県,10271388,4095760,3997075,elderly,20220404
41,佐賀県,1668987,651683,640301,elderly,20220404
42,長崎県,2785357,1085380,1065963,elderly,20220404
43,熊本県,3706006,1440841,1418932,elderly,20220404
44,大分県,2299382,915897,895480,elderly,20220404
45,宮崎県,2164889,860382,843995,elderly,20220404
46,鹿児島県,3287292,1303847,1273515,elderly,20220404
47,沖縄県,2546226,1048969,1025627,elderly,20220404
1,北海道,10828008,4274812,4192214,elderly,20220411
2,青森県,2699991,1076284,1055397,elderly,20220411
3,岩手県,2621698,1041091,1019645,elderly,20220411
4,宮城県,4790757,1906931,1862593,elderly,20220411
5,秋田県,2101227,839253,823512,elderly,20220411
6,山形県,2351302,915046,897156,elderly,20220411
7,福島県,4021052,1569048,1538904,elderly,20220411
8,茨城県,6241357,2440751,2394792,elderly,20220411
9,栃木県,4047343,1609486,1579293,elderly,20220411
10,群馬県,4161537,1599706,1566680,elderly,20220411
11,埼玉県,15211591,6063965,5947352,elderly,20220411
12,千葉県,13083127,5174936,5079854,elderly,20220411
13,東京都,28614971,11205272,11010659,elderly,20220411
14,神奈川県,19048044,7539382,7417638,elderly,20220411
15,新潟県,4796063,1873461,1834963,elderly,20220411
16,富山県,2278038,889558,877156,elderly,20220411
17,石川県,2357725,928321,911734,elderly,20220411
18,福井県,1649287,642897,631555,elderly,20220411
19,山梨県,1737376,675852,664364,elderly,20220411
20,長野県,4396747,1709562,1676408,elderly,20220411
21,岐阜県,4314250,1656081,1633858,elderly,20220411
22,静岡県,7811831,3108820,3055031,elderly,20220411
23,愛知県,15118989,5968232,5836192,elderly,20220411
24,三重県,3718477,1467652,1444202,elderly,20220411
25,滋賀県,2903442,1149624,1130933,elderly,20220411
26,京都府,5068998,2016317,1976127,elderly,20220411
27,大阪府,17205778,6866348,6757539,elderly,20220411
28,兵庫県,11180319,4409546,4341647,elderly,20220411
29,奈良県,2802127,1090098,1074012,elderly,20220411
30,和歌山県,1958459,746588,734279,elderly,20220411
31,鳥取県,1135895,439436,431175,elderly,20220411
32,島根県,1412781,556471,545027,elderly,20220411
33,岡山県,3838560,1502572,1464520,elderly,20220411
34,広島県,5715273,2225962,2189167,elderly,20220411
35,山口県,2926599,1113242,1084200,elderly,20220411
36,徳島県,1546892,596017,585134,elderly,20220411
37,香川県,1963528,773396,759960,elderly,20220411
38,愛媛県,2824793,1103201,1085056,elderly,20220411
39,高知県,1431690,561182,550662,elderly,20220411
40,福岡県,10422311,4104145,4003097,elderly,20220411
41,佐賀県,1686958,652819,641442,elderly,20220411
42,長崎県,2832610,1088073,1067202,elderly,20220411
43,熊本県,3767226,1445373,1420812,elderly,20220411
44,大分県,2338665,917851,897135,elderly,20220411
45,宮崎県,2199294,861995,845763,elderly,20220411
46,鹿児島県,3336229,1306775,1276102,elderly,20220411
47,沖縄県,2579789,1051262,1026817,elderly,20220411
1,北海道,5226603,2525212,164230,elderly,20220418
2,青森県,1259615,618619,50309,elderly,20220418
3,岩手県,1220823,614342,53380,elderly,20220418
4,宮城県,2281989,1095784,74551,elderly,20220418
5,秋田県,971288,483010,44548,elderly,20220418
6,山形県,1069562,578013,38913,elderly,20220418
7,福島県,1862059,970647,57547,elderly,20220418
8,茨城県,2907675,1488269,82455,elderly,20220418
9,栃木県,1955401,917288,58724,elderly,20220418
10,群馬県,1958101,1044229,49078,elderly,20220418
11,埼玉県,7393799,3417430,217156,elderly,20220418
12,千葉県,6322892,3025050,196713,elderly,20220418
13,東京都,13843329,6745008,345968,elderly,20220418
14,神奈川県,9220206,4386383,295359,elderly,20220418
15,新潟県,2213174,1184582,96943,elderly,20220418
16,富山県,1047674,542840,31516,elderly,20220418
17,石川県,1132656,550739,33069,elderly,20220418
18,福井県,774583,397269,22434,elderly,20220418
19,山梨県,820997,424437,27277,elderly,20220418
20,長野県,2071737,1073089,62312,elderly,20220418
21,岐阜県,2016791,1069248,44937,elderly,20220418
22,静岡県,3686260,1764453,116473,elderly,20220418
23,愛知県,7558802,3501940,187375,elderly,20220418
24,三重県,1800557,864784,58161,elderly,20220418
25,滋賀県,1418843,663274,40389,elderly,20220418
26,京都府,2530542,1138071,61517,elderly,20220418
27,大阪府,8839511,3789113,207222,elderly,20220418
28,兵庫県,5523625,2568425,139299,elderly,20220418
29,奈良県,1344739,669112,31095,elderly,20220418
30,和歌山県,944432,499010,21418,elderly,20220418
31,鳥取県,556788,280684,15400,elderly,20220418
32,島根県,672815,330867,19584,elderly,20220418
33,岡山県,1893791,910644,39176,elderly,20220418
34,広島県,2812433,1372480,72336,elderly,20220418
35,山口県,1356110,759758,30601,elderly,20220418
36,徳島県,734949,387030,21289,elderly,20220418
37,香川県,973896,457627,27455,elderly,20220418
38,愛媛県,1356219,676383,39847,elderly,20220418
39,高知県,701167,338325,18479,elderly,20220418
40,福岡県,5124170,2444091,129022,elderly,20220418
41,佐賀県,818222,407436,14739,elderly,20220418
42,長崎県,1335938,715292,37957,elderly,20220418
43,熊本県,1758645,949566,48525,elderly,20220418
44,大分県,1141741,555771,32092,elderly,20220418
45,宮崎県,1087241,520565,29029,elderly,20220418
46,鹿児島県,1617517,801561,48209,elderly,20220418
47,沖縄県,1485118,535053,33343,elderly,20220418
1,北海道,5226603,2701502,176290,elderly,20220425
2,青森県,1259615,668187,49568,elderly,20220425
3,岩手県,1220823,650578,36236,elderly,20220425
4,宮城県,2281989,1163083,67299,elderly,20220425
5,秋田県,971288,526262,43252,elderly,20220425
6,山形県,1069562,612056,34043,elderly,20220425
7,福島県,1862059,1027538,56891,elderly,20220425
8,茨城県,2907675,1569105,80836,elderly,20220425
9,栃木県,1955401,980782,63494,elderly,20220425
10,群馬県,1958101,1093888,49659,elderly,20220425
11,埼玉県,7393799,3620185,202755,elderly,20220425
12,千葉県,6322892,3201969,176919,elderly,20220425
13,東京都,13843329,7086687,341679,elderly,20220425
14,神奈川県,9220206,4646555,260172,elderly,20220425
15,新潟県,2213174,1264445,79863,elderly,20220425
16,富山県,1047674,570798,27958,elderly,20220425
17,石川県,1132656,583444,32705,elderly,20220425
18,福井県,774583,416938,19669,elderly,20220425
19,山梨県,820997,445783,21346,elderly,20220425
20,長野県,2071737,1123656,50567,elderly,20220425
21,岐阜県,2016791,1111830,42582,elderly,20220425
22,静岡県,3686260,1870242,105789,elderly,20220425
23,愛知県,7558802,3677226,175286,elderly,20220425
24,三重県,1800557,905154,40370,elderly,20220425
25,滋賀県,1418843,700921,37647,elderly,20220425
26,京都府,2530542,1202977,64906,elderly,20220425
27,大阪府,8839511,3977516,188403,elderly,20220425
28,兵庫県,5523625,2700853,132428,elderly,20220425
29,奈良県,1344739,707442,38330,elderly,20220425
30,和歌山県,944432,519883,20873,elderly,20220425
31,鳥取県,556788,294099,13415,elderly,20220425
32,島根県,672815,350373,19506,elderly,20220425
33,岡山県,1893791,949133,38489,elderly,20220425
34,広島県,2812433,1441737,69257,elderly,20220425
35,山口県,1356110,793167,33409,elderly,20220425
36,徳島県,734949,401969,14939,elderly,20220425
37,香川県,973896,484552,26925,elderly,20220425
38,愛媛県,1356219,707783,31400,elderly,20220425
39,高知県,701167,357941,19616,elderly,20220425
40,福岡県,5124170,2549426,105335,elderly,20220425
41,佐賀県,818222,422558,15122,elderly,20220425
42,長崎県,1335938,746282,30990,elderly,20220425
43,熊本県,1758645,993474,43908,elderly,20220425
44,大分県,1141741,582978,27207,elderly,20220425
45,宮崎県,1087241,548266,27701,elderly,20220425
46,鹿児島県,1617517,841869,40308,elderly,20220425
47,沖縄県,1485118,563699,28646,elderly,20220425
1,北海道,5226603,2836475,134973,elderly,20220502
2,青森県,1259615,703746,35559,elderly,20220502
3,岩手県,1220823,682231,31653,elderly,20220502
4,宮城県,2281989,1219844,56761,elderly,20220502
5,秋田県,971288,567449,41187,elderly,20220502
6,山形県,1069562,637576,25520,elderly,20220502
7,福島県,1862059,1077084,49546,elderly,20220502
8,茨城県,2907675,1636083,66978,elderly,20220502
9,栃木県,1955401,1035581,54799,elderly,20220502
10,群馬県,1958101,1137251,43363,elderly,20220502
11,埼玉県,7393799,3803419,183234,elderly,20220502
12,千葉県,6322892,3361043,159074,elderly,20220502
13,東京都,13843329,7363102,276415,elderly,20220502
14,神奈川県,9220206,4865226,218671,elderly,20220502
15,新潟県,2213174,1332307,67862,elderly,20220502
16,富山県,1047674,595747,24949,elderly,20220502
17,石川県,1132656,607699,24255,elderly,20220502
18,福井県,774583,437880,20942,elderly,20220502
19,山梨県,820997,465742,19959,elderly,20220502
20,長野県,2071737,1180811,57155,elderly,20220502
21,岐阜県,2016791,1150199,38369,elderly,20220502
22,静岡県,3686260,1962163,91921,elderly,20220502
23,愛知県,7558802,3825801,148575,elderly,20220502
24,三重県,1800557,948623,43469,elderly,20220502
25,滋賀県,1418843,732324,31403,elderly,20220502
26,京都府,2530542,1258779,55802,elderly,20220502
27,大阪府,8839511,4132886,155370,elderly,20220502
28,兵庫県,5523625,2808818,107965,elderly,20220502
29,奈良県,1344739,732735,25293,elderly,20220502
30,和歌山県,944432,533203,13320,elderly,20220502
31,鳥取県,556788,303987,9888,elderly,20220502
32,島根県,672815,367494,17121,elderly,20220502
33,岡山県,1893791,984259,35126,elderly,20220502
34,広島県,2812433,1498962,57225,elderly,20220502
35,山口県,1356110,813681,20514,elderly,20220502
36,徳島県,734949,414301,12332,elderly,20220502
37,香川県,973896,504953,20401,elderly,20220502
38,愛媛県,1356219,747109,39326,elderly,20220502
39,高知県,701167,373507,15566,elderly,20220502
40,福岡県,5124170,2651540,102114,elderly,20220502
41,佐賀県,818222,433573,11015,elderly,20220502
42,長崎県,1335938,774256,27974,elderly,20220502
43,熊本県,1758645,1026581,33107,elderly,20220502
44,大分県,1141741,607549,24571,elderly,20220502
45,宮崎県,1087241,574170,25904,elderly,20220502
46,鹿児島県,1617517,878349,36480,elderly,20220502
47,沖縄県,1485118,586070,22371,elderly,20220502
1,北海道,5226603,2890448,53973,elderly,20220509
2,青森県,1259615,720140,16394,elderly,20220509
3,岩手県,1220823,696580,14349,elderly,20220509
4,宮城県,2281989,1248587,28743,elderly,20220509
5,秋田県,971288,588283,20834,elderly,20220509
6,山形県,1069562,648448,10872,elderly,20220509
7,福島県,1862059,1100002,22918,elderly,20220509
8,茨城県,2907675,1669752,33669,elderly,20220509
9,栃木県,1955401,1060398,24817,elderly,20220509
10,群馬県,1958101,1152919,15668,elderly,20220509
11,埼玉県,7393799,3914785,111366,elderly,20220509
12,千葉県,6322892,3437737,76694,elderly,20220509
13,東京都,13843329,7508574,145472,elderly,20220509
14,神奈川県,9220206,4982261,117035,elderly,20220509
15,新潟県,2213174,1361839,29532,elderly,20220509
16,富山県,1047674,613586,17839,elderly,20220509
17,石川県,1132656,621242,13543,elderly,20220509
18,福井県,774583,445275,7395,elderly,20220509
19,山梨県,820997,471417,5675,elderly,20220509
20,長野県,2071737,1207303,26492,elderly,20220509
21,岐阜県,2016791,1170053,19854,elderly,20220509
22,静岡県,3686260,2019626,57463,elderly,20220509
23,愛知県,7558802,3908727,82926,elderly,20220509
24,三重県,1800557,968264,19641,elderly,20220509
25,滋賀県,1418843,750949,18625,elderly,20220509
26,京都府,2530542,1284930,26151,elderly,20220509
27,大阪府,8839511,4221429,88543,elderly,20220509
28,兵庫県,5523625,2864552,55734,elderly,20220509
29,奈良県,1344739,746067,13332,elderly,20220509
30,和歌山県,944432,542035,8832,elderly,20220509
31,鳥取県,556788,308041,4054,elderly,20220509
32,島根県,672815,375858,8364,elderly,20220509
33,岡山県,1893791,1002829,18570,elderly,20220509
34,広島県,2812433,1522871,23909,elderly,20220509
35,山口県,1356110,823977,10296,elderly,20220509
36,徳島県,734949,421795,7494,elderly,20220509
37,香川県,973896,519347,14394,elderly,20220509
38,愛媛県,1356219,758594,11485,elderly,20220509
39,高知県,701167,381864,8357,elderly,20220509
40,福岡県,5124170,2706843,55303,elderly,20220509
41,佐賀県,818222,441036,7463,elderly,20220509
42,長崎県,1335938,784232,9976,elderly,20220509
43,熊本県,1758645,1041535,14954,elderly,20220509
44,大分県,1141741,621751,14202,elderly,20220509
45,宮崎県,1087241,586478,12308,elderly,20220509
46,鹿児島県,1617517,897738,19389,elderly,20220509
47,沖縄県,1485118,596952,10882,elderly,20220509
1,北海道,5226603,3003799,113351,elderly,20220516
2,青森県,1259615,748855,28715,elderly,20220516
3,岩手県,1220823,733102,36522,elderly,20220516
4,宮城県,2281989,1304159,55572,elderly,20220516
5,秋田県,971288,614225,25942,elderly,20220516
6,山形県,1069562,668846,20398,elderly,20220516
7,福島県,1862059,1136880,36878,elderly,20220516
8,茨城県,2907675,1725344,55592,elderly,20220516
9,栃木県,1955401,1110076,49678,elderly,20220516
10,群馬県,1958101,1177039,24120,elderly,20220516
11,埼玉県,7393799,4068109,153324,elderly,20220516
12,千葉県,6322892,3570790,133053,elderly,20220516
13,東京都,13843329,7682377,173803,elderly,20220516
14,神奈川県,9220206,5125983,143722,elderly,20220516
15,新潟県,2213174,1409842,48003,elderly,20220516
16,富山県,1047674,631356,17770,elderly,20220516
17,石川県,1132656,641329,20087,elderly,20220516
18,福井県,774583,457259,11984,elderly,20220516
19,山梨県,820997,484408,12991,elderly,20220516
20,長野県,2071737,1244824,37521,elderly,20220516
21,岐阜県,2016791,1199582,29529,elderly,20220516
22,静岡県,3686260,2097801,78175,elderly,20220516
23,愛知県,7558802,4020526,111799,elderly,20220516
24,三重県,1800557,999426,31162,elderly,20220516
25,滋賀県,1418843,778857,27908,elderly,20220516
26,京都府,2530542,1324837,39907,elderly,20220516
27,大阪府,8839511,4351845,130416,elderly,20220516
28,兵庫県,5523625,2949203,84651,elderly,20220516
29,奈良県,1344739,766287,20220,elderly,20220516
30,和歌山県,944432,551719,9684,elderly,20220516
31,鳥取県,556788,317022,8981,elderly,20220516
32,島根県,672815,388475,12617,elderly,20220516
33,岡山県,1893791,1033743,30914,elderly,20220516
34,広島県,2812433,1558947,36076,elderly,20220516
35,山口県,1356110,838457,14480,elderly,20220516
36,徳島県,734949,431233,9438,elderly,20220516
37,香川県,973896,542595,23248,elderly,20220516
38,愛媛県,1356219,780939,22345,elderly,20220516
39,高知県,701167,394203,12339,elderly,20220516
40,福岡県,5124170,2767655,60812,elderly,20220516
41,佐賀県,818222,451392,10356,elderly,20220516
